0,0,0
1,0.70711,0.65811
2,1.4142,1.2182
3,2.1213,1.6803
4,2.8284,2.0444
5,3.5355,2.3105
6,4.2426,2.4786
7,4.9497,2.5487
8,5.6569,2.5209
9,6.364,2.395
10,7.0711,2.1711
11,7.7782,1.8492
12,8.4853,1.4293
13,9.1924,0.91139
14,9.8995,0.29549
